id,date,time,dayID,hour,recordInDay,plantPower,plantIrradiance,plantTemperature,weatherCloudCover,weatherDewPoint,weatherHumidity,weatherPressure,weatherTemperature,weatherWindBearing,weatherWindSpeed
283,15-01-12,18:00,15,18,17,0,0,0,0.26,-2.7,0.65,1019.19,7,320,2.92
284,15-01-12,19:00,15,19,18,0,0,0,0.31,-2.87,0.63,1019.19,6,323,2.65
285,15-01-12,20:00,15,20,19,0,0,1,0.31,-2.91,0.67,1019.19,6,299,3.51
286,16-01-12,2:00,16,2,1,0,0,0,0.31,-2.96,0.7,1019.185,0,302,3.37
287,16-01-12,3:00,16,3,2,0,0,0,0.26,-3.23,0.68,1019.18,0,297,3.25
288,16-01-12,4:00,16,4,3,0,0,-1,0.31,-4.44,0.67,1019.18,0,302,2.87
289,16-01-12,5:00,16,5,4,0,0,-2,0.31,-3.21,0.81,1019.18,0,281,1.22
290,16-01-12,6:00,16,6,5,17,66,-2,0.26,-4.36,0.78,1020.39,0,260,2.67
291,16-01-12,7:00,16,7,6,146,212,2,0.31,-3.66,0.78,1020.39,0,275,1.99
292,16-01-12,8:00,16,8,7,346,468,6,0.31,-2.74,0.7,1020.39,0,269,1.26
293,16-01-12,9:00,16,9,8,235,361,5,0.31,-4.01,0.57,1020.82,0,24,3.01
294,16-01-12,10:00,16,10,9,175,311,5,0.31,-2.94,0.59,1020.82,5,20,4.81
295,16-01-12,11:00,16,11,10,431,505,6,0.31,-3.8,0.49,1020.82,6,18,4.28
296,16-01-12,12:00,16,12,11,305,104,6,0.39,-4.73,0.48,1020.29,6,15,5.43
297,16-01-12,13:00,16,13,12,380,602,6,0.39,-5.49,0.46,1020.29,6,17,6.04
298,16-01-12,14:00,16,14,13,138,283,5,0.31,-5.54,0.47,1020.29,10,11,5.85
299,16-01-12,15:00,16,15,14,37,101,4,0.31,-6.02,0.47,1020.8,10,10,4.4
300,16-01-12,16:00,16,16,15,0,0,2,0.31,-6.25,0.47,1020.8,9,12,3.6
301,16-01-12,17:00,16,17,16,0,0,0,0.31,-5.47,0.53,1020.8,8,2,2.97
302,16-01-12,18:00,16,18,17,0,0,-2,0.26,-5.02,0.6,1022.1,7,358,2.3
303,16-01-12,19:00,16,19,18,0,0,-2,0.31,-4.88,0.64,1022.1,6,322,2.46
304,16-01-12,20:00,16,20,19,0,0,-1,0.31,-4.29,0.71,1022.1,6,314,1.52
305,17-01-12,2:00,17,2,1,0,0,0,0.31,-3.81,0.78,1023.025,0,281,2.87
306,17-01-12,3:00,17,3,2,0,0,1,0.31,-3.81,0.78,1023.95,0,281,2.67
307,17-01-12,4:00,17,4,3,0,0,1,0.31,-3.81,0.78,1023.95,0,280,2.14
308,17-01-12,5:00,17,5,4,0,0,1,0.31,-3.94,0.72,1023.95,0,277,2.49
309,17-01-12,6:00,17,6,5,0,1,0,0.31,-4.72,0.61,1023.98,0,287,4.47
310,17-01-12,7:00,17,7,6,12,22,2,0.31,-4.04,0.63,1023.98,0,298,4.7
311,17-01-12,8:00,17,8,7,48,68,3,0.31,-1.57,0.73,1023.98,0,303,4
312,17-01-12,9:00,17,9,8,38,76,2,0.31,-1.58,0.72,1025.05,0,295,2.94
313,17-01-12,10:00,17,10,9,310,375,5,0.31,0.52,0.77,1025.05,5,320,4.31
314,17-01-12,11:00,17,11,10,495,658,7,0.31,-0.41,0.72,1025.05,7,327,3.83
315,17-01-12,12:00,17,12,11,52,80,5,0.31,-1.47,0.64,1024.98,10,341,4.26
316,17-01-12,13:00,17,13,12,32,53,4,0.31,-1.85,0.61,1024.98,10,345,4.74
317,17-01-12,14:00,17,14,13,17,28,4,0.31,-0.7,0.69,1024.98,10,332,4.71
318,17-01-12,15:00,17,15,14,12,23,3,0.31,-1.4,0.64,1025.34,10,346,4.26
319,17-01-12,16:00,17,16,15,0,0,2,0.31,-2.56,0.6,1025.34,9,358,3.68
320,17-01-12,17:00,17,17,16,0,0,1,0.31,-1.98,0.63,1025.34,7,347,3.69
321,17-01-12,18:00,17,18,17,0,0,2,0.31,-1.28,0.72,1026.37,7,337,2.91
322,17-01-12,19:00,17,19,18,0,0,1,0.31,-1.18,0.77,1026.37,6,317,2.91
323,17-01-12,20:00,17,20,19,0,0,1,0.31,-1.54,0.8,1026.37,6,294,2.92
324,18-01-12,2:00,18,2,1,0,0,5,0.31,-2.33,0.74,1026.93,0,259,3.34
325,18-01-12,3:00,18,3,2,0,0,3,0.45,-1.85,0.74,1027.49,0,274,3.53
326,18-01-12,4:00,18,4,3,0,0,3,0.31,-1.87,0.72,1027.49,0,286,4.58
327,18-01-12,5:00,18,5,4,0,0,3,0.31,-0.82,0.76,1027.49,0,281,3.64
328,18-01-12,6:00,18,6,5,0,0,4,0.51,-0.49,0.76,1027.69,0,297,3.59
329,18-01-12,7:00,18,7,6,0,4,3,0.39,0.69,0.82,1027.69,0,303,3.5
330,18-01-12,8:00,18,8,7,75,137,5,0.58,1.14,0.76,1027.69,0,304,4.95
331,18-01-12,9:00,18,9,8,162,274,6,0.58,2.69,0.82,1029.37,0,304,5.18
332,18-01-12,10:00,18,10,9,193,216,7,0.51,3.93,0.84,1029.37,8,314,4.48
333,18-01-12,11:00,18,11,10,99,136,8,0.31,3.14,0.72,1029.37,7,336,4.41
334,18-01-12,12:00,18,12,11,220,181,7,0.58,3.01,0.69,1029.27,10,345,4.9
335,18-01-12,13:00,18,13,12,282,458,10,0.31,3.65,0.74,1029.27,10,15,4.69
336,18-01-12,14:00,18,14,13,270,334,10,0.31,4.52,0.78,1029.27,10,10,5.87
337,18-01-12,15:00,18,15,14,201,325,10,0.58,4.22,0.76,1029.82,9,4,4.2
338,18-01-12,16:00,18,16,15,77,139,9,0.31,3.86,0.81,1029.82,6,352,2.93
339,18-01-12,17:00,18,17,16,1,8,6,0.51,3.27,0.82,1029.82,7,350,2.45
340,18-01-12,18:00,18,18,17,0,0,4,0.62,2.98,0.82,1030.94,5,309,1.87
341,18-01-12,19:00,18,19,18,0,0,5,0.31,2,0.71,1030.94,5,304,3.85
342,18-01-12,20:00,18,20,19,0,0,5,0.51,2.79,0.82,1030.94,5,309,3
343,19-01-12,2:00,19,2,1,0,0,4,0.31,2.04,0.87,1031.055,0,290,4.47
344,19-01-12,3:00,19,3,2,0,0,4,0.31,2.49,0.86,1031.17,0,287,3.57
345,19-01-12,4:00,19,4,3,0,0,4,0.31,2.04,0.87,1031.17,0,282,3.08
346,19-01-12,5:00,19,5,4,0,0,4,0.31,2.04,0.87,1031.17,0,280,3.5
347,19-01-12,6:00,19,6,5,2,10,3,0.31,0.69,0.85,1032.2,0,275,3.22
348,19-01-12,7:00,19,7,6,82,143,5,0.31,0.93,0.85,1032.2,0,263,3.02
349,19-01-12,8:00,19,8,7,261,340,8,0.31,1.97,0.78,1032.2,0,267,3.58
350,19-01-12,9:00,19,9,8,432,570,13,0.31,1.39,0.61,1031.7,0,274,2.63
351,19-01-12,10:00,19,10,9,458,643,15,0.31,0.53,0.53,1031.7,9,266,2.24
352,19-01-12,11:00,19,11,10,504,699,16,0.31,0.72,0.5,1031.7,9,235,1.89
353,19-01-12,12:00,19,12,11,495,690,17,0.31,1.14,0.49,1029.45,10,201,2.51
354,19-01-12,13:00,19,13,12,422,603,16,0.31,-1.42,0.39,1029.45,10,200,2.03
355,19-01-12,14:00,19,14,13,259,424,15,0.31,0.03,0.44,1029.45,10,161,2.6
356,19-01-12,15:00,19,15,14,78,160,13,0.26,1.01,0.5,1027.49,13,180,3.54
357,19-01-12,16:00,19,16,15,2,9,9,0.26,1.08,0.55,1027.49,9,187,3.26
358,19-01-12,17:00,19,17,16,0,0,7,1,2.66,0.69,1027.49,7,187,3.56
359,19-01-12,18:00,19,18,17,0,0,6,0.31,3.48,0.77,1027.41,6,194,4.11
360,19-01-12,19:00,19,19,18,0,0,6,0.31,3.06,0.82,1027.41,6,211,2.97
361,19-01-12,20:00,19,20,19,0,0,6,0.31,2.29,0.8,1027.41,6,213,2.39
362,20-01-12,2:00,20,2,1,0,0,7,0.31,1.47,0.89,1025.18,0,190,2.09
363,20-01-12,3:00,20,3,2,0,0,8,0.17,0.94,0.86,1022.95,0,206,2.47
364,20-01-12,4:00,20,4,3,0,0,7,0.31,1.43,0.93,1022.95,0,184,2.53
365,20-01-12,5:00,20,5,4,0,0,8,0.31,1.36,0.9,1022.95,0,187,1.95
366,20-01-12,6:00,20,6,5,1,8,8,0.39,0.61,0.89,1021.19,0,179,1.53
367,20-01-12,7:00,20,7,6,29,45,9,0.62,1.97,0.9,1021.19,0,196,2.15
368,20-01-12,8:00,20,8,7,260,310,11,0.31,3.14,0.81,1021.19,0,184,2.44
369,20-01-12,9:00,20,9,8,406,476,14,0.75,5.03,0.72,1019.18,0,209,2.73
370,20-01-12,10:00,20,10,9,268,358,15,0.31,6.26,0.65,1019.18,9,218,5.27
371,20-01-12,11:00,20,11,10,235,412,15,0.31,5.71,0.58,1019.18,9,220,5.26
372,20-01-12,12:00,20,12,11,92,132,14,0.58,6.36,0.61,1016.2,14,214,4.82
373,20-01-12,13:00,20,13,12,52,86,13,0.31,6.4,0.63,1016.2,13,216,5.19
374,20-01-12,14:00,20,14,13,71,105,13,0.31,6.53,0.64,1016.2,13,209,5.27
375,20-01-12,15:00,20,15,14,38,69,13,0.58,6.51,0.66,1013.06,13,221,4.62
376,20-01-12,16:00,20,16,15,2,5,12,0.31,7,0.74,1013.06,8,187,4.32
377,20-01-12,17:00,20,17,16,0,0,10,0.31,7.02,0.8,1013.06,10,216,2.85
378,20-01-12,18:00,20,18,17,0,0,10,0.45,6.64,0.7,1011.5,10,221,3.93
379,20-01-12,19:00,20,19,18,0,0,9,0.31,5.58,0.78,1011.5,9,238,3.59
380,20-01-12,20:00,20,20,19,0,0,10,0.31,5.94,0.84,1011.5,5,215,2.9
381,21-01-12,2:00,21,2,1,0,0,5,0.39,4.58,0.88,1012.005,0,308,6.44
382,21-01-12,3:00,21,3,2,0,0,5,0.58,4.38,0.87,1012.51,0,304,6.43
383,21-01-12,4:00,21,4,3,0,0,5,0.39,3.84,0.87,1012.51,0,296,3.55
384,21-01-12,5:00,21,5,4,0,0,6,0.39,3.84,0.87,1012.51,0,304,3.83
385,21-01-12,6:00,21,6,5,0,0,5,0.58,2.38,0.79,1013.8,0,319,3.8
386,21-01-12,7:00,21,7,6,38,53,5,0.39,2.44,0.76,1013.8,0,316,2.88
387,21-01-12,8:00,21,8,7,151,208,7,0.39,3.42,0.8,1013.8,0,317,4.6
388,21-01-12,9:00,21,9,8,99,138,8,0.63,3.67,0.75,1015.11,0,318,4.14
389,21-01-12,10:00,21,10,9,379,486,9,0.39,3.24,0.69,1015.11,9,327,4.97
390,21-01-12,11:00,21,11,10,513,786,11,0.39,3.73,0.68,1015.11,11,338,4.96
391,21-01-12,12:00,21,12,11,507,726,11,0.51,2.14,0.58,1015.38,11,352,5.19
392,21-01-12,13:00,21,13,12,437,610,11,0.31,2.46,0.62,1015.38,11,348,5.29
393,21-01-12,14:00,21,14,13,286,462,11,0.31,2.14,0.59,1015.38,11,347,4.62
394,21-01-12,15:00,21,15,14,85,199,9,0.51,2.77,0.62,1016.18,9,349,4.07
395,21-01-12,16:00,21,16,15,1,7,6,0.31,1.8,0.63,1016.18,6,327,3.09
396,21-01-12,17:00,21,17,16,0,0,3,0.31,1.38,0.69,1016.18,7,320,2.65
397,21-01-12,18:00,21,18,17,0,0,3,0,0.79,0.71,1018.31,7,260,3.16
398,21-01-12,19:00,21,19,18,0,0,2,0,0.53,0.74,1018.31,6,255,2.15
399,21-01-12,20:00,21,20,19,0,0,1,0,0.51,0.82,1018.31,6,237,3.41
400,22-01-12,2:00,22,2,1,0,0,5,0,-0.61,0.87,1016.58,0,195,2.86
401,22-01-12,3:00,22,3,2,0,0,5,0,-0.37,0.87,1014.85,0,198,3.02
402,22-01-12,4:00,22,4,3,0,0,4,0,-0.82,0.84,1014.85,0,198,2.56
403,22-01-12,5:00,22,5,4,0,0,4,0,-0.32,0.87,1014.85,0,200,2.39
404,22-01-12,6:00,22,6,5,2,19,5,0,1.09,0.87,1013.7,0,188,2.22
405,22-01-12,7:00,22,7,6,105,165,8,0,1.2,0.85,1013.7,0,176,2.15
406,22-01-12,8:00,22,8,7,307,397,11,0,2.23,0.63,1013.7,0,190,2.68
407,22-01-12,9:00,22,9,8,453,582,14,0.19,3.87,0.71,1013.01,0,192,2.74
408,22-01-12,10:00,22,10,9,519,707,16,0.31,5.01,0.62,1013.01,9,146,2.41
409,22-01-12,11:00,22,11,10,500,728,19,0.31,4.38,0.51,1013.01,9,215,2.33
410,22-01-12,12:00,22,12,11,472,681,20,0.48,5.67,0.55,1011.81,10,135,3.32
411,22-01-12,13:00,22,13,12,406,591,19,0.31,6.29,0.58,1011.81,10,122,2.57
412,22-01-12,14:00,22,14,13,288,446,18,0.31,5.9,0.56,1011.81,10,139,2.48
413,22-01-12,15:00,22,15,14,91,192,17,0.67,7.17,0.63,1011.83,9,138,2.62
414,22-01-12,16:00,22,16,15,2,12,13,0.31,6.98,0.77,1011.83,8,178,3.18
415,22-01-12,17:00,22,17,16,0,0,10,0.31,7.23,0.86,1011.83,10,171,3.29
416,22-01-12,18:00,22,18,17,0,0,8,0.28,7.63,0.89,1012.59,8,164,3.45
417,22-01-12,19:00,22,19,18,0,0,9,0,7.4,0.91,1012.59,9,167,3.11
418,22-01-12,20:00,22,20,19,0,0,9,0.31,7.26,0.9,1012.59,9,176,2.93
419,23-01-12,2:00,23,2,1,0,0,6,0.75,5.91,1,1012.76,0,244,2.29
420,23-01-12,3:00,23,3,2,0,0,5,0.33,5.42,1,1012.93,0,249,2.12
421,23-01-12,4:00,23,4,3,0,0,5,0.31,4.19,1,1012.93,0,238,2.67
422,23-01-12,5:00,23,5,4,0,0,4,0.31,3.95,0.95,1012.93,0,238,2.67
423,23-01-12,6:00,23,6,5,1,6,6,0.44,3.56,0.95,1012.98,0,202,1.9
424,23-01-12,7:00,23,7,6,112,166,7,0.4,4.69,0.96,1012.98,0,230,1.74
425,23-01-12,8:00,23,8,7,318,397,11,0.17,5.68,0.93,1012.98,0,232,1.27
426,23-01-12,9:00,23,9,8,444,585,16,0,6.06,0.82,1013.51,-1,206,1.55
427,23-01-12,10:00,23,10,9,502,705,17,0,7.44,0.79,1013.51,8,196,2.84
428,23-01-12,11:00,23,11,10,519,735,16,0,6.92,0.71,1013.51,9,335,0.8
429,23-01-12,12:00,23,12,11,499,713,16,0,6.99,0.67,1012.88,10,95,1.35
430,23-01-12,13:00,23,13,12,415,605,17,0,7.04,0.64,1012.88,10,86,1.43
431,23-01-12,14:00,23,14,13,271,427,16,0.31,6.63,0.63,1012.88,10,84,0.73
432,23-01-12,15:00,23,15,14,78,173,14,0.14,7.54,0.7,1012.11,9,74,0.61
433,23-01-12,16:00,23,16,15,1,9,10,0.31,7.53,0.75,1012.11,10,159,3.44
434,23-01-12,17:00,23,17,16,0,0,7,0.31,6.75,0.85,1012.11,7,163,1.85
435,23-01-12,18:00,23,18,17,0,0,8,0.14,6.86,0.94,1012.99,8,189,2.18
436,23-01-12,19:00,23,19,18,0,0,8,0.17,5.65,0.9,1012.99,8,234,1.37
437,23-01-12,20:00,23,20,19,0,0,8,0.17,5.32,0.9,1012.99,8,264,2.01
438,24-01-12,2:00,24,2,1,0,0,5,0.62,4.81,0.97,1012.315,0,245,2.84
439,24-01-12,3:00,24,3,2,0,0,4,0.62,3.72,0.96,1011.64,0,248,3.17
440,24-01-12,4:00,24,4,3,0,0,5,0.21,5.01,0.95,1011.64,0,250,3.24
441,24-01-12,5:00,24,5,4,0,0,4,0.45,3.8,0.95,1011.64,0,260,2
442,24-01-12,6:00,24,6,5,2,6,5,0.39,2.97,0.94,1010.93,0,284,2.08
443,24-01-12,7:00,24,7,6,46,56,6,0.33,2.88,0.91,1010.93,0,280,3.25
444,24-01-12,8:00,24,8,7,267,325,10,0.06,4.48,0.9,1010.93,0,274,3.4
445,24-01-12,9:00,24,9,8,381,476,14,0.27,7.03,0.83,1010.04,0,299,3.42
446,24-01-12,10:00,24,10,9,467,700,15,0.62,7.06,0.74,1010.04,9,286,3.6
447,24-01-12,11:00,24,11,10,527,749,16,0.31,7.52,0.71,1010.04,9,307,2.55
448,24-01-12,12:00,24,12,11,112,288,14,0.58,6.1,0.61,1008.38,14,312,4.25
449,24-01-12,13:00,24,13,12,174,221,13,0.39,5.98,0.63,1008.38,13,312,5.03
450,24-01-12,14:00,24,14,13,38,70,13,0.45,6.54,0.64,1008.38,13,326,3.52
451,24-01-12,15:00,24,15,14,10,24,12,0.74,7.32,0.75,1007.7,12,344,2.41
452,24-01-12,16:00,24,16,15,0,4,10,0.39,7.59,0.79,1007.7,10,331,2.87
453,24-01-12,17:00,24,17,16,0,0,10,0.39,6.83,0.81,1007.7,10,318,2.68
454,24-01-12,18:00,24,18,17,0,0,9,0.74,6.92,0.85,1008.18,9,297,4.19
455,24-01-12,19:00,24,19,18,0,0,8,0.44,6.16,0.84,1008.18,8,302,6.56
456,24-01-12,20:00,24,20,19,0,0,7,0.44,4.96,0.85,1008.18,7,298,8.87
457,25-01-12,2:00,25,2,1,0,0,4,0.75,2.27,0.87,1008.345,0,302,5.87
458,25-01-12,3:00,25,3,2,0,0,4,0.79,1.79,0.85,1008.51,0,304,6.96
459,25-01-12,4:00,25,4,3,0,0,4,0.75,2.08,0.9,1008.51,0,300,7.14
460,25-01-12,5:00,25,5,4,0,0,4,0.48,1.18,0.82,1008.51,0,340,6.1
461,25-01-12,6:00,25,6,5,0,0,1,0.86,1.56,0.9,1008.36,0,333,6.67
462,25-01-12,7:00,25,7,6,10,0,0,0.56,1.03,0.8,1008.36,0,328,5.06
463,25-01-12,8:00,25,8,7,88,0,0,0.75,1.53,0.79,1008.36,0,316,8.02
464,25-01-12,9:00,25,9,8,223,0,0,0.75,1.32,0.76,1008.79,0,306,8.85
465,25-01-12,10:00,25,10,9,255,0,0,0.48,1.81,0.73,1008.79,9,317,9.35
466,25-01-12,11:00,25,11,10,103,0,0,0.67,1.74,0.66,1008.79,10,323,9.07
467,25-01-12,12:00,25,12,11,78,0,0,0.75,0.51,0.61,1007.69,10,333,11.49
468,25-01-12,13:00,25,13,12,198,0,0,0.75,2.21,0.96,1007.69,10,330,8.05
469,25-01-12,14:00,25,14,13,169,0,0,0.51,0.99,0.75,1007.69,10,327,10
470,25-01-12,15:00,25,15,14,78,0,0,0.58,0.43,0.68,1008.64,10,335,8.91
471,25-01-12,16:00,25,16,15,3,0,0,0.31,-0.68,0.63,1008.64,9,324,10.13
472,25-01-12,17:00,25,17,16,0,0,0,0.31,-1.88,0.59,1008.64,8,325,8.03
473,25-01-12,18:00,25,18,17,0,0,0,0.51,-1.42,0.62,1009.31,7,316,9.28
474,25-01-12,19:00,25,19,18,0,0,0,0.31,-1.48,0.62,1009.31,6,319,8.68
475,25-01-12,20:00,25,20,19,0,0,0,0.31,-1.81,0.6,1009.31,6,326,7.79
476,26-01-12,2:00,26,2,1,0,0,0,0.31,-1.66,0.64,1009.73,0,329,8.5
477,26-01-12,3:00,26,3,2,0,0,0,0.56,-1.38,0.65,1010.15,0,317,8.06
478,26-01-12,4:00,26,4,3,0,0,0,0.31,-1.19,0.66,1010.15,0,325,9.98
479,26-01-12,5:00,26,5,4,0,0,0,0.31,-1.21,0.68,1010.15,0,320,9.3
480,26-01-12,6:00,26,6,5,0,0,0,0.31,-1.86,0.63,1010.86,0,328,10.15
481,26-01-12,7:00,26,7,6,48,0,0,0.31,-1.96,0.61,1010.86,0,326,10.01
482,26-01-12,8:00,26,8,7,32,0,0,0.31,-1.23,0.65,1010.86,0,332,9.37
483,26-01-12,9:00,26,9,8,94,0,0,0.31,-0.13,0.68,1012.86,0,324,10.12
484,26-01-12,10:00,26,10,9,147,0,0,0.31,-0.62,0.64,1012.86,9,325,10.49
485,26-01-12,11:00,26,11,10,179,0,0,0.31,-1.02,0.61,1012.86,10,325,10.98
486,26-01-12,12:00,26,12,11,500,0,0,0.31,-1.08,0.59,1013.12,10,333,10.59
487,26-01-12,13:00,26,13,12,461,0,0,0.31,-1.62,0.53,1013.12,10,325,11.13
488,26-01-12,14:00,26,14,13,301,0,0,0.31,-2.08,0.53,1013.12,10,336,9.36
489,26-01-12,15:00,26,15,14,106,0,0,0.31,-1.76,0.54,1014.14,10,339,7.62
490,26-01-12,16:00,26,16,15,3,0,0,0.31,-1.37,0.6,1014.14,9,346,6.54
491,26-01-12,17:00,26,17,16,0,0,0,0.31,-1.26,0.63,1014.14,8,327,5.67
492,26-01-12,18:00,26,18,17,0,0,0,0.26,-1.32,0.64,1016.48,7,326,5.96
493,26-01-12,19:00,26,19,18,0,0,0,0.31,-1.67,0.64,1016.48,6,318,5.88
494,26-01-12,20:00,26,20,19,0,0,0,0.31,-1.84,0.71,1016.48,6,291,4.85
495,27-01-12,2:00,27,2,1,0,0,0,0.26,-1.33,0.8,1024.22,6,285,1.78
496,27-01-12,3:00,27,3,2,0,0,0,0.26,-1.65,0.85,1024.22,6,269,2.08
497,27-01-12,4:00,27,4,3,0,0,0,0.31,-1.51,0.78,1022.065,0,290,5.69
498,27-01-12,5:00,27,5,4,0,0,0,0.26,-1.49,0.78,1019.91,0,286,4.51
499,27-01-12,6:00,27,6,5,3,0,0,0.31,-1.93,0.79,1019.91,0,298,4.66
500,27-01-12,7:00,27,7,6,120,0,0,0.31,-1.24,0.81,1019.91,0,297,4.33
501,27-01-12,8:00,27,8,7,338,0,0,0.26,-0.57,0.85,1021,0,298,5.73
502,27-01-12,9:00,27,9,8,466,0,0,0.31,-0.28,0.77,1021,0,287,4.76
503,27-01-12,10:00,27,10,9,484,0,0,0.31,-0.03,0.72,1021,0,312,6.3
504,27-01-12,11:00,27,11,10,415,0,0,0.26,0.16,0.67,1022.14,0,315,5.97
505,27-01-12,12:00,27,12,11,470,0,0,0.31,0.52,0.63,1022.14,9,325,6.26
506,27-01-12,13:00,27,13,12,448,0,0,0.31,-0.26,0.57,1022.14,10,330,6.08
507,27-01-12,14:00,27,14,13,311,0,0,0.21,-0.69,0.54,1022.88,10,331,4.83
508,27-01-12,15:00,27,15,14,86,0,0,0.31,-1.63,0.53,1022.88,10,335,4.97
509,27-01-12,16:00,27,16,15,3,0,0,0.31,-2.08,0.51,1022.88,10,0,4.81
510,27-01-12,17:00,27,17,16,0,0,0,0.31,-2.51,0.49,1022.72,10,355,3.57
511,27-01-12,18:00,27,18,17,0,0,0,0.31,-1.21,0.59,1022.72,9,353,2.76
512,27-01-12,19:00,27,19,18,0,0,0,0.31,-0.18,0.74,1022.72,8,326,1.7
513,27-01-12,20:00,27,20,19,0,0,0,0.26,-0.51,0.78,1024.22,7,310,1.92
514,28-01-12,2:00,28,2,1,0,0,0,0,-1.42,0.93,1024.79,0,261,2.13
515,28-01-12,3:00,28,3,2,0,0,0,0.12,-2.17,0.91,1025.36,0,264,3.1
516,28-01-12,4:00,28,4,3,0,0,0,0.12,-1.93,0.91,1025.36,0,262,2.99
517,28-01-12,5:00,28,5,4,0,0,0,0.12,-2.14,0.89,1025.36,0,256,3.35
518,28-01-12,6:00,28,6,5,2,0,0,0.14,-3.03,0.91,1025.35,0,259,2.77
519,28-01-12,7:00,28,7,6,104,0,0,0.31,-3.23,0.87,1025.35,0,253,2.54
520,28-01-12,8:00,28,8,7,291,0,0,0.51,-1.27,0.84,1025.35,0,257,1.98
521,28-01-12,9:00,28,9,8,371,0,0,0.47,0.25,0.73,1025.08,0,301,1.69
522,28-01-12,10:00,28,10,9,444,0,0,0.27,0.06,0.62,1025.08,9,270,3.13
523,28-01-12,11:00,28,11,10,288,0,0,0.47,-0.24,0.6,1025.08,10,270,2.24
524,28-01-12,12:00,28,12,11,172,0,0,0.51,0.83,0.6,1023.36,10,117,1.53
525,28-01-12,13:00,28,13,12,355,0,0,0.31,-0.34,0.58,1023.36,10,71,1.54
526,28-01-12,14:00,28,14,13,100,0,0,0.51,-0.3,0.56,1023.36,10,65,2.63
527,28-01-12,15:00,28,15,14,21,0,0,0.63,0.51,0.61,1022.57,10,78,2.15
528,28-01-12,16:00,28,16,15,3,0,0,0.51,1.08,0.7,1022.57,9,60,1.49
529,28-01-12,17:00,28,17,16,0,0,0,0.51,1.96,0.88,1022.57,8,301,0.44
530,28-01-12,18:00,28,18,17,0,0,0,0.58,1.74,0.92,1022.29,7,279,1.4
531,28-01-12,19:00,28,19,18,0,0,0,0.51,0.63,0.89,1022.29,6,270,1.99
532,28-01-12,20:00,28,20,19,0,0,0,0.31,0.67,0.94,1022.29,6,268,2.14
533,29-01-12,2:00,29,2,1,0,0,0,0.31,-0.4,0.92,1021.31,0,269,2.77
534,29-01-12,3:00,29,3,2,0,0,0,0.31,-0.71,0.91,1020.33,0,258,2.64
535,29-01-12,4:00,29,4,3,0,0,0,0.31,-0.07,0.9,1020.33,0,260,2.91
536,29-01-12,5:00,29,5,4,0,0,0,0.31,0.74,0.83,1020.33,0,271,3.33
537,29-01-12,6:00,29,6,5,0,0,0,0.74,0.69,0.86,1018.81,0,280,3.56
538,29-01-12,7:00,29,7,6,27,0,0,0.31,1.32,0.87,1018.81,0,298,2.15
539,29-01-12,8:00,29,8,7,48,0,0,0.31,1.59,0.84,1018.81,0,315,1.8
540,29-01-12,9:00,29,9,8,95,0,0,0.68,2.67,0.81,1018.35,0,329,2.37
541,29-01-12,10:00,29,10,9,91,0,0,0.31,3.07,0.79,1018.35,9,335,2.72
542,29-01-12,11:00,29,11,10,189,0,0,0.31,4.1,0.77,1018.35,10,334,2.67
543,29-01-12,12:00,29,12,11,118,0,0,0.31,4.31,0.75,1016.64,10,13,1.94
544,29-01-12,13:00,29,13,12,250,0,0,0.31,4.53,0.76,1016.64,10,4,2.2
545,29-01-12,14:00,29,14,13,112,0,0,0.31,5.01,0.76,1016.64,10,355,2.4
546,29-01-12,15:00,29,15,14,46,0,0,0.31,5.02,0.81,1016.26,10,24,2.48
547,29-01-12,16:00,29,16,15,2,0,0,0.31,5.32,0.84,1016.26,9,28,3.63
548,29-01-12,17:00,29,17,16,0,0,0,0.31,4.48,0.86,1016.26,8,353,1.82
549,29-01-12,18:00,29,18,17,0,0,0,0.31,4.55,0.89,1016.9,7,348,2.09
550,29-01-12,19:00,29,19,18,0,0,0,0.31,4.17,0.89,1016.9,6,334,1.86
551,29-01-12,20:00,29,20,19,0,0,0,0.31,4.76,0.92,1016.9,6,5,1.57
552,30-01-12,2:00,30,2,1,0,0,0,0.58,4.98,0.92,1016.595,0,53,4.48
553,30-01-12,3:00,30,3,2,0,0,0,0.69,5.09,0.93,1016.29,0,52,2.56
554,30-01-12,4:00,30,4,3,0,0,0,0.58,4.89,0.92,1016.29,0,41,2.37
555,30-01-12,5:00,30,5,4,0,0,0,0.58,5,0.93,1016.29,0,34,1.59
556,30-01-12,6:00,30,6,5,0,0,0,0.74,5.1,0.92,1016.7,0,12,2.2
557,30-01-12,7:00,30,7,6,6,0,0,0.75,5,0.91,1016.7,0,358,2.47
558,30-01-12,8:00,30,8,7,28,0,0,0.75,5.42,0.94,1016.7,0,19,1.5
559,30-01-12,9:00,30,9,8,86,0,0,0.91,5.88,0.97,1017.01,0,17,2.16
560,30-01-12,10:00,30,10,9,89,0,0,0.56,5.76,0.9,1017.01,9,63,2.74
561,30-01-12,11:00,30,11,10,47,0,0,0.58,4.8,0.8,1017.01,10,68,3.39
562,30-01-12,12:00,30,12,11,115,0,0,0.74,4.31,0.77,1016.68,10,71,3.44
563,30-01-12,13:00,30,13,12,90,0,0,0.58,4.19,0.78,1016.68,10,75,2.95
564,30-01-12,14:00,30,14,13,70,0,0,0.39,3.44,0.74,1016.68,10,69,2.69
